;Place of interest;City;Place address;lat_start;long_start;Type of place;Start;id;BiciMAD station;light;number;Station location;activate;no_available;total_bases;dock_bikes;free_bases;reservations_count;geometry_type;geometry_coordinates;long_finish;lat_finish;final;Distance
830;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);42;Plaza de los Carros;1;38;Carrera de San Francisco nº 1;1;0;24;20;3;0;Point;[-3.7114762, 40.4114041];-3.7114762;40.4114041;POINT (4498576.926653208 -413448.8888590888);160.9223476951848
829;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);41;Plaza de San Francisco;2;37;Plaza de San Francisco nº 5;1;0;24;13;10;0;Point;[-3.714113, 40.4108];-3.714113;40.4108;POINT (4498509.678548819 -413743.0334481568);257.10732117959435
837;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);49;Puerta de Toledo;2;45;Glorieta de la Puerta de Toledo nº 1;1;0;21;8;12;0;Point;[-3.7110513, 40.4070358];-3.7110513;40.4070358;POINT (4498090.649721576 -413401.4898074972);348.1971645383369
831;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);43;Plaza de la Cebada;1;39;Plaza de la Cebada nº 16 ;1;0;27;25;1;0;Point;[-3.7088337, 40.4112744];-3.7088337;40.4112744;POINT (4498562.488515252 -413154.1092953339);372.8214963817933
960;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);174;Segovia 26;2;166;Calle Segovia nº 26;1;0;24;8;15;0;Point;[-3.7135833, 40.4138333];-3.7135833;40.4138333;POINT (4498847.343960243 -413683.9434243567);460.95208522274055
827;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);39;Plaza del Cordón;1;35;Plaza del Cordón;1;0;24;18;6;0;Point;[-3.7103285, 40.4141931];-3.7103285;40.4141931;POINT (4498887.396713031 -413320.8590420586);496.5250274844333
1030;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);244;Paseo Imperial;2;236;Paseo Imperial nº 20;1;0;24;10;14;0;Point;[-3.7172213778842007, 40.40765396169372];-3.7172213778842007;40.40765396169372;POINT (4498159.463166549 -414089.7853865778);646.1846828902926
801;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);10;Plaza de San Miguel;2;9;Plaza de San Miguel nº 9;1;0;24;15;7;0;Point;[-3.7095084, 40.4156057];-3.7095084;40.4156057;POINT (4499044.646625726 -413229.3742149966);676.814902145489
961;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);175;Segovia 45;2;167;Calle Segovia nº 45;1;0;24;11;12;0;Point;[-3.717487, 40.413736];-3.717487;40.413736;POINT (4498836.512573789 -414119.4166486436);743.5616316369616
919;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);133;Metro Pirámides;2;162;Paseo de los Olmos nº 28;1;0;24;13;8;0;Point;[-3.7108108, 40.4034076];-3.7108108;40.4034076;POINT (4497686.76034508 -413374.6612181486);748.3750824088186
838;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);50;Ribera de Curtidores;2;46;Calle Ribera de Curtidores nº 28;1;0;24;12;11;0;Point;[-3.7071259, 40.4053153];-3.7071259;40.4053153;POINT (4497899.124537665 -412963.5990588086);751.143023364695
828;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);40;Plaza Ramales;2;36;Plaza de Ramales;1;0;24;8;16;0;Point;[-3.71183, 40.4168];-3.71183;40.4168;POINT (4499177.595493579 -413488.3564793408);753.2043245053313
824;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);36;Plaza de la Provincia;2;32;Plaza de la Provincia nº 1;1;0;18;12;6;0;Point;[-3.7061032, 40.4150099];-3.7061032;40.4150099;POINT (4498978.322473111 -412849.5139680053);854.6636129629348
836;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);48;Plaza de Nelson Mandela;2;44;Calle Mesón de Paredes nº 35;1;0;21;8;11;0;Point;[-3.7040666, 40.4097617];-3.7040666;40.4097617;POINT (4498394.095521529 -412622.3258442401);878.6498358190466
815;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);27;Palacio de Oriente;2;24;Calle Carlos III nº 1;1;0;24;9;11;0;Point;[-3.710692, 40.417908];-3.710692;40.417908;POINT (4499300.937489377 -413361.4086785789);887.4095475359553
832;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);44;Conde de Romanones;1;40;Plaza del Conde de Romanones nº 9;1;0;24;23;1;0;Point;[-3.7049407, 40.4138846];-3.7049407;40.4138846;POINT (4498853.05465012 -412719.8339501653);890.5225286387447
823;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);35;Calle Mayor;2;31;Calle Mayor nº 20;1;0;27;15;9;0;Point;[-3.7068969, 40.4163638];-3.7068969;40.4163638;POINT (4499129.037931696 -412938.0534466859);901.487649804105
920;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);134;Paseo de la Esperanza;2;163;Paseo de la Esperanza nº 2;1;0;21;6;10;0;Point;[-3.7064516, 40.4035988];-3.7064516;40.4035988;POINT (4497708.044631719 -412888.3789631003);942.2962782997723
963;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);177;Pirámides;2;169;Calle Toledo nº 181;1;0;24;8;11;0;Point;[-3.7138055, 40.4016111];-3.7138055;40.4016111;POINT (4497486.774879869 -413708.7306643059);960.5661202229185
817;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);29;Plaza de Celenque B;0;25b;Plaza de Celenque nº 1;1;0;24;6;18;0;Point;[-3.7063837, 40.4172781];-3.7063837;40.4172781;POINT (4499230.817342127 -412880.8045268614);1016.9203245200877
822;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);34;San Quintín;0;30;Calle Pavía nº 6;1;0;27;6;19;0;Point;[-3.711504, 40.4192095];-3.711504;40.4192095;POINT (4499445.819806646 -413451.9900451842);1022.480553335435
835;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);47;Jesús y María;2;43;Calle Lavapiés nº 34;1;0;24;13;10;0;Point;[-3.7025024, 40.4101564];-3.7025024;40.4101564;POINT (4498438.033324544 -412447.8355465636);1052.701475049869
826;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);38;Jacinto Benavente;1;34;Plaza de Jacinto Benavente;1;0;24;19;3;0;Point;[-3.7036825, 40.4146755];-3.7036825;40.4146755;POINT (4498941.097235389 -412579.4785305898);1055.9701946732914
816;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);28;Plaza de Celenque A;0;25a;Plaza de Celenque nº 1;1;0;24;1;22;0;Point;[-3.7057791, 40.4173703];-3.7057791;40.4173703;POINT (4499241.080999179 -412813.3597196625);1067.2003484110533
839;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);51;Embajadores 1;0;47;Glorieta de Embajadores nº 6;1;0;24;3;15;0;Point;[-3.7028265, 40.4047851];-3.7028265;40.4047851;POINT (4497840.102943647 -412483.9896610428);1172.4749752798523
840;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);52;Embajadores 2;0;48;Glorieta de Embajadores nº 2;1;0;24;3;21;0;Point;[-3.7022591, 40.4056107];-3.7022591;40.4056107;POINT (4497932.008315246 -412420.694870124);1186.7634008866783
814;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);26;Santo Domingo;1;23;Plaza de Santo Domingo nº 1;1;0;24;17;7;0;Point;[-3.7081246, 40.4202834];-3.7081246;40.4202834;POINT (4499565.365807809 -413075.0070087535);1217.6219490840062
825;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);37;Carretas;3;33;Calle Carretas nº 8;1;1;21;0;0;0;Point;[-3.7030833, 40.4165039];-3.7030833;40.4165039;POINT (4499144.633792356 -412512.6363122106);1222.4504995410368
845;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);57;Plaza de Lavapiés;1;53;Calle Valencia nº 1;1;0;24;20;2;0;Point;[-3.7007111, 40.4083061];-3.7007111;40.4083061;POINT (4498232.05887073 -412248.0120726033);1267.134374026697
813;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);25;Jacometrezo;1;22;Calle Jacometrezo nº 3;1;0;24;21;3;0;Point;[-3.7065376, 40.4200783];-3.7065376;40.4200783;POINT (4499542.534180247 -412897.9725061509);1270.0415975656892
964;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);178;Paseo de la Esperanza;2;170;Paseo de la Esperanza nº 21;1;0;24;16;7;0;Point;[-3.7043611, 40.401];-3.7043611;40.401;POINT (4497418.747539046 -412655.1780668597);1313.7727469990236
844;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);56;Plaza de Santa Ana;1;52;Plaza de Santa Ana nº 10;1;0;24;22;2;0;Point;[-3.7007164, 40.4144226];-3.7007164;40.4144226;POINT (4498912.944536167 -412248.6032987208);1343.7668646087964
848;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);60;Plaza del Carmen ;2;56;Plaza del Carmen nº 1;1;0;24;7;13;0;Point;[-3.7032414, 40.4184192];-3.7032414;40.4184192;POINT (4499357.844013072 -412530.2727476137);1346.2528073064707
794;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);3;Miguel Moya;2;2;Calle Miguel Moya nº 1;1;0;24;12;11;0;Point;[-3.7058415, 40.4205886];-3.7058415;40.4205886;POINT (4499599.340516399 -412820.3206106317);1357.5174549528408
792;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);1;Puerta del Sol A;2;1a;Puerta del Sol nº 1;1;0;30;15;11;0;Point;[-3.7018341, 40.4172137];-3.7018341;40.4172137;POINT (4499223.648366921 -412373.2851572837);1381.7225404502624
793;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);2;Puerta del Sol B;1;1b;Puerta del Sol nº 1;1;0;30;22;4;0;Point;[-3.701602938060457, 40.41731271011562];-3.701602938060457;40.41731271011562;POINT (4499234.670122574 -412347.498528782);1409.145648491747
1006;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);220;Marqués de Vadillo;2;212;Glorieta Marqués de Vadillo nº 9;1;0;24;12;10;1;Point;[-3.716591, 40.398247];-3.716591;40.398247;POINT (4497112.284980891 -414019.4641230708);1411.1177258035161
1017;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);231;Ermita Santo;2;223;Paseo de la Ermita del Santo nº 48;1;0;24;13;8;0;Point;[-3.7244893989507686, 40.406837862773465];-3.7244893989507686;40.406837862773465;POINT (4498068.615450309 -414900.5668678451);1444.6359567920067
833;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);45;Antón Martín;1;41;Calle Atocha nº 54;1;0;18;13;2;0;Point;[-3.6991147, 40.4122047];-3.6991147;40.4122047;POINT (4498666.049037537 -412069.9304649164);1450.7713102949688
841;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);53;Casa Encendida;2;49;Ronda de Atocha nº 34;1;0;24;12;12;0;Point;[-3.6992759, 40.4060941];-3.6992759;40.4060941;POINT (4497985.820157095 -412087.9126322374);1479.084571794722
1004;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);218;Tres Cruces;0;210;Calle Tres Cruces nº 7;1;0;27;7;19;0;Point;[-3.7026735, 40.419674];-3.7026735;40.419674;POINT (4499497.527710119 -412466.9221508605);1489.8299295252095
968;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);182;Madrid Río-Yeserías;0;174;Paseo de Yeserías nº 45;1;0;27;7;19;0;Point;[-3.7065277, 40.3974444];-3.7065277;40.3974444;POINT (4497022.939957581 -412896.8681331253);1525.9910112726914
834;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);46;Santa Isabel;1;42;Calle Atocha nº 95;1;0;24;20;3;0;Point;[-3.6982318, 40.4107085];-3.6982318;40.4107085;POINT (4498499.492815413 -411971.4413447187);1530.8470767418055
808;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);17;San Bernardo;2;16;Calle San Bernardo nº 22;1;0;21;14;7;0;Point;[-3.7075065, 40.4230721];-3.7075065;40.4230721;POINT (4499875.802471784 -413006.0561038959);1533.2117079215957
909;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);123;Plaza de España A;3;116a;Calle Princesa nº 5;1;1;24;0;0;0;Point;[-3.711603, 40.42402];-3.711603;40.42402;POINT (4499981.322217106 -413463.0338381871);1557.2835090947453
910;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);124;Plaza de España B;3;116b;Calle Princesa nº 5;1;1;24;0;0;0;Point;[-3.711703, 40.42412];-3.711703;40.42412;POINT (4499992.454166186 -413474.1891859107);1568.185800408208
1005;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);219;Desengaño;2;211;Calle Desengaño nº 1;1;0;24;10;8;0;Point;[-3.70239, 40.42059];-3.70239;40.42059;POINT (4499599.496363685 -412435.2970662616);1585.9364900429186
967;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);181;Puente Praga;0;173;Paseo de la Esperanza nº 59;1;0;24;4;20;0;Point;[-3.7023918, 40.3981798];-3.7023918;40.3981798;POINT (4497104.804311111 -412435.4978604175);1695.7855178637992
809;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);18;Carlos Cambronero;0;17;Plaza de Carlos Cambronero nº 2;1;0;24;5;18;0;Point;[-3.7038312, 40.4232649];-3.7038312;40.4232649;POINT (4499897.264869608 -412596.0663845149);1728.2882976071069
915;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);129;Santa María de la Cabeza;2;121;Paseo de Santa María de la Cabeza nº 58;1;0;24;16;7;0;Point;[-3.6987665, 40.4017926];-3.6987665;40.4017926;POINT (4497506.979367448 -412031.0881022502);1732.2951803193628
820;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);32;Sevilla;1;28;Calle Alcalá nº 27;1;0;24;17;2;0;Point;[-3.6984368, 40.4181518];-3.6984368;40.4181518;POINT (4499328.077181233 -411994.3094633282);1756.3974152762419
918;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);132;Paseo de la Florida;2;161;Paseo de la Florida nº 8;1;0;27;11;14;0;Point;[-3.7224983, 40.4219665];-3.7224983;40.4219665;POINT (4499752.727642763 -414678.4498738055);1775.3602030472496
1021;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);235;San Delfín;1;228;Calle San Delfín nº 9;1;0;24;17;7;0;Point;[-3.7080429728445563, 40.39440607959559];-3.7080429728445563;40.39440607959559;POINT (4496684.715677296 -413065.9012525062);1793.2208866393291
806;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);15;Ventura Rodríguez;2;14;Calle Duque de Liria;1;0;24;10;13;0;Point;[-3.713479, 40.4260957];-3.713479;40.4260957;POINT (4500212.388084146 -413672.3083719324);1796.140618448045
908;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);122;Ferraz;2;115;Calle Evaristo San Miguel nº 2;1;0;24;13;10;0;Point;[-3.7170448, 40.4253944];-3.7170448;40.4253944;POINT (4500134.319725253 -414070.087387282);1802.2237739147806
810;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);19;Plaza de Pedro Zerolo;1;18;Plaza de Pedro Zerolo nº 1;1;0;24;15;3;0;Point;[-3.6996502, 40.4207773];-3.6996502;40.4207773;POINT (4499620.346504311 -412129.6665234389);1819.099760548489
1018;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);232;Caramuel;2;224;Calle Caramuel nº 51;1;0;24;14;9;0;Point;[-3.728533714316331, 40.40913630273305];-3.728533714316331;40.40913630273305;POINT (4498324.476616229 -415351.7319152079);1853.981530983208
819;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);31;Huertas;2;27;Calle Jesús nº 1;1;0;24;10;12;0;Point;[-3.6956178, 40.4132798];-3.6956178;40.4132798;POINT (4498785.728622088 -411679.8454080712);1856.096772214153
807;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);16;San Vicente Ferrer;2;15;Calle San Vicente Ferrer nº 64;1;0;21;7;13;0;Point;[-3.7074453, 40.4262383];-3.7074453;40.4262383;POINT (4500228.262243534 -412999.2290633588);1872.1172196976245
1010;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);224;Puerta del Ángel;2;216;Plaza Puerta del Ángel nº 4;1;0;24;16;7;0;Point;[-3.728318, 40.413764];-3.728318;40.413764;POINT (4498839.629519532 -415327.6677751078);1873.7842765667365
962;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);176;Batalla del Salado;2;168;Paseo Santa María de la Cabeza nº 29;1;0;24;9;13;0;Point;[-3.6959166, 40.4044722];-3.6959166;40.4044722;POINT (4497805.271074978 -411713.1769888426);1891.5005410383603
965;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);179;Embajadores-Cáceres;2;171;Calle Embajadores nº 101;1;0;24;14;9;0;Point;[-3.6983888, 40.39975];-3.6983888;40.39975;POINT (4497279.598175554 -411988.9549765445);1896.1514018042858
847;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);59;Plaza de San Ildefonso;2;55;Plaza de San Ildefonso;1;0;24;8;14;0;Point;[-3.7020842, 40.4239757];-3.7020842;40.4239757;POINT (4499976.390763665 -412401.1843761319);1901.7849558212308
851;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);63;Plaza de Juan Pujol;0;59;Calle Espíritu Santo nº 30;1;0;21;2;17;0;Point;[-3.7043418, 40.4255495];-3.7043418;40.4255495;POINT (4500151.585378275 -412653.0251025286);1923.7965590051847
805;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);14;Conde Duque;0;13;Calle Conde Duque nº 22;1;0;24;6;16;0;Point;[-3.7104417, 40.4273264];-3.7104417;40.4273264;POINT (4500349.388981465 -413333.4868775574);1932.1282120183114
