;Place of interest;City;Place address;lat_start;long_start;Type of place;Start;id;BiciMAD station;light;number;Station location;activate;no_available;total_bases;dock_bikes;free_bases;reservations_count;geometry_type;geometry_coordinates;long_finish;lat_finish;final;Distance
821;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);33;Marqués de Cubas;2;29;Calle del Marqués de Cubas nº 25;1;0;24;8;14;0;Point;[-3.6957355, 40.4162619];-3.6957355;40.4162619;POINT (4499117.694475584 -411692.9750153542);1935.8461273300559
907;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);121;Quintana;2;114;Calle Quintana nº 11;1;0;24;10;13;0;Point;[-3.7174158, 40.4277456];-3.7174158;40.4277456;POINT (4500396.054112006 -414111.4739888796);2064.07906156041
843;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);55;Ronda de Atocha;1;51;Ronda de Atocha nº 2;1;0;27;21;3;0;Point;[-3.6935205, 40.4075606];-3.6935205;40.4075606;POINT (4498149.070190343 -411445.8888151808);2072.9390407507544
850;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);62;Augusto Figueroa;1;58;Calle Augusto Figueroa nº 33;1;0;24;19;2;0;Point;[-3.697895, 40.4222862];-3.697895;40.4222862;POINT (4499788.316483969 -411933.870710604);2077.0646847041367
842;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);54;Museo Reina Sofía;2;50;Calle Santa Isabel nº 57;1;0;24;16;8;0;Point;[-3.6933463, 40.4083684];-3.6933463;40.4083684;POINT (4498238.994075007 -411426.4565993216);2082.271885511756
857;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);71;Almadén;1;67;Calle Almadén nº 28;1;0;24;15;5;0;Point;[-3.693225, 40.4108472];-3.693225;40.4108472;POINT (4498514.932828785 -411412.9254432287);2089.4828254554404
914;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);128;Palos de la Frontera;2;120;Calle Palos de la Frontera nº 27;1;0;24;11;12;0;Point;[-3.6944768, 40.4032208];-3.6944768;40.4032208;POINT (4497665.965864199 -411552.5652782198);2090.361364165005
803;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);12;San Andrés;2;11;Calle San Andrés nº 18;1;0;24;13;10;0;Point;[-3.7035918, 40.4269483];-3.7035918;40.4269483;POINT (4500307.299081996 -412569.3607219302);2100.453189634912
812;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);21;Banco de España A;3;20a;Calle Alcalá nº 49;1;1;30;0;0;0;Point;[-3.6954615, 40.4192342];-3.6954615;40.4192342;POINT (4499448.569398068 -411662.4099169793);2104.075347356467
804;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);13;San Hermenegildo;2;12;Calle San Bernardo nº 85;1;0;24;11;13;0;Point;[-3.7061931, 40.4284246];-3.7061931;40.4284246;POINT (4500471.640046255 -412859.5425631503);2145.132307554897
969;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);183;Jaime el Conquistador;2;175;Calle Jaime el Conquistador nº 30;1;0;21;12;8;0;Point;[-3.6983055, 40.3962222];-3.6983055;40.3962222;POINT (4496886.885275933 -411979.6627116296);2162.6411025647267
849;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);61;Santa Cruz del Marcenado;0;57;Calle Santa Cruz del Marcenado nº 24;1;0;24;5;18;0;Point;[-3.7126299, 40.4295658];-3.7126299;40.4295658;POINT (4500598.677849147 -413577.588164081);2175.5575565723047
798;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);7;Colegio Arquitectos;1;6;Calle Hortaleza nº 63;1;0;24;20;1;0;Point;[-3.698447, 40.424148];-3.698447;40.424148;POINT (4499995.571111929 -411995.4472918063);2175.6226934473643
906;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);120;Pintor Rosales;2;113;Paseo del Pintor Rosales frente al nº 38;1;0;24;12;12;0;Point;[-3.7205129, 40.427657];-3.7205129;40.427657;POINT (4500386.191205122 -414456.9691261234);2182.4773808065256
872;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);86;Cuesta de Moyano;1;81;Cuesta de Claudio Moyano;1;0;24;21;0;0;Point;[-3.691987, 40.409297];-3.691987;40.409297;POINT (4498342.365354158 -411274.8252089514);2227.139270668386
846;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);58;Barceló;1;54;Calle Barceló nº 7;1;0;21;18;2;0;Point;[-3.700423, 40.4266828];-3.700423;40.4266828;POINT (4500277.743757191 -412215.8739185985);2254.9260134060128
811;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);20;Prim;3;19;Calle Prim nº 2;1;1;24;0;0;0;Point;[-3.6954983, 40.4218616];-3.6954983;40.4218616;POINT (4499741.050228179 -411666.5150099347);2257.576689209131
1016;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);230;Antonio López;2;222;Calle Eugenio Caxes frente al nº 12;1;0;24;9;12;1;Point;[-3.7026789, 40.3917871];-3.7026789;40.3917871;POINT (4496393.172202316 -412467.5245335224);2278.854908167441
877;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);91;Cibeles;2;86;Plaza Cibeles;1;0;21;6;9;0;Point;[-3.6933498, 40.4186516];-3.6933498;40.4186516;POINT (4499383.714662732 -411426.8470284207);2284.7196896755645
966;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);180;Delicias;0;172;Calle Bustamante nº 1;1;0;24;6;17;0;Point;[-3.6935833, 40.4008888];-3.6935833;40.4008888;POINT (4497406.368811669 -411452.8942303291);2286.711904717068
917;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);131;Guzmán el Bueno;2;123;Calle Guzmán el Bueno nº 1;1;0;24;9;14;0;Point;[-3.7133412, 40.4306458];-3.7133412;40.4306458;POINT (4500718.902899205 -413656.93627218);2299.744882700945
796;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);5;Malasaña;2;4;Calle Manuela Malasaña nº 5;1;0;24;12;12;0;Point;[-3.7025875, 40.4285524];-3.7025875;40.4285524;POINT (4500485.866677178 -412457.3286497012);2310.2776605716517
799;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);8;Hortaleza;2;7;Calle Hortaleza nº 75;1;0;21;10;11;0;Point;[-3.6977715, 40.4251906];-3.6977715;40.4251906;POINT (4500111.632813029 -411920.094071327);2311.705260240811
795;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);4;Plaza Conde Suchil;0;3;Plaza del Conde del Valle de Súchil nº 3;1;0;18;4;11;0;Point;[-3.7069171, 40.4302937];-3.7069171;40.4302937;POINT (4500679.707306497 -412940.3068148255);2323.7412062522203
858;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);72;Espalter;2;68;Calle Espalter nº 1;1;0;21;7;10;0;Point;[-3.6912023, 40.4128372];-3.6912023;40.4128372;POINT (4498736.458615463 -411187.2911779323);2334.101254298117
797;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);6;Fuencarral;2;5;Calle Fuencarral nº 108;1;0;27;15;10;0;Point;[-3.70205, 40.42852];-3.70205;40.42852;POINT (4500482.259925677 -412397.3692885628);2334.7828609609146
922;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);136;Paseo de las Delicias;2;164;Paseo de las Delicias nº 92;1;0;24;14;9;0;Point;[-3.6945025, 40.3972616];-3.6945025;40.3972616;POINT (4497002.590754665 -411555.4321470031);2409.333203257584
870;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);84;Atocha A;2;80a;Paseo de la Infanta Isabel nº 3;1;0;24;10;12;0;Point;[-3.6902255, 40.4075685];-3.6902255;40.4075685;POINT (4498149.949614321 -411078.3283173366);2437.630881399335
871;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);85;Atocha B;1;80b;Paseo de la Infanta Isabel nº 3;1;0;27;21;6;0;Point;[-3.6901234, 40.4074902];-3.6901234;40.4074902;POINT (4498141.233298192 -411066.93898348);2449.9405377388407
911;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);125;Altamirano;2;117;Calle Altamirano nº 24;1;0;24;13;10;0;Point;[-3.7188898, 40.4309797];-3.7188898;40.4309797;POINT (4500756.072477181 -414275.9050254758);2457.1560079006167
818;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);30;Plaza de las Salesas;0;26;Plaza de las Salesas 7;1;0;24;1;20;0;Point;[-3.694475, 40.423855];-3.694475;40.423855;POINT (4499962.954501126 -411552.3644858565);2482.3204991960956
921;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);135;Entrada Matadero;1;165;Paseo de la Chopera nº 14;1;0;27;19;6;0;Point;[-3.6975708, 40.3928821];-3.6975708;40.3928821;POINT (4496515.067044735 -411897.7056421987);2492.925682689044
859;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);73;Puerta del Ángel Caído;1;69;Avenida de Alfonso XII nº 54;1;0;27;16;6;0;Point;[-3.688822, 40.409808];-3.688822;40.409808;POINT (4498399.249613952 -410921.7669230159);2578.806460747624
856;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);69;Antonio Maura;2;65;Calle Antonio Maura nº 15;1;0;24;9;14;0;Point;[-3.6894193, 40.4166834];-3.6894193;40.4166834;POINT (4499164.615640952 -410988.3961203106);2618.8170251356155
954;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);168;Fernando el Católico;1;127;Calle Fernando el Católico nº 19;1;0;24;18;4;0;Point;[-3.708439, 40.4338516];-3.708439;40.4338516;POINT (4501075.770922789 -413110.0792881895);2679.8673381720546
970;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);184;Beata;2;176;Calle Alicante nº 3;1;0;24;16;7;0;Point;[-3.6937222, 40.39425];-3.6937222;40.39425;POINT (4496667.340976191 -411468.3886933023);2686.417545775213
1007;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);221;Glorieta de Cádiz;0;213;Calle Antonio López nº 129;1;0;24;7;16;0;Point;[-3.70017, 40.38895];-3.70017;40.38895;POINT (4496077.347674986 -412187.6512511889);2689.3324745718014
800;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);9;Alonso Martínez;2;8;Plaza de Alonso Martínez nº 5;1;0;24;8;14;0;Point;[-3.6954403, 40.4278682];-3.6954403;40.4278682;POINT (4500409.701881577 -411660.0450265493);2707.058021334818
903;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);117;Arcipreste de Hita A;1;111a;Calle Arcipreste de Hita nº 12;1;0;24;20;4;0;Point;[-3.7175435, 40.4337322];-3.7175435;40.4337322;POINT (4501062.47937559 -414125.7194619759);2711.080813474321
955;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);169;Manuel Silvela;2;124;Calle Manuel Silvela nº 20;1;0;24;10;13;0;Point;[-3.6993465, 40.4309524];-3.6993465;40.4309524;POINT (4500753.033455082 -412095.7881978624);2719.4111775645565
916;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);130;Santa Engracia 14;2;122;Calle Santa Engracia nº 14;1;0;24;9;14;0;Point;[-3.6967169, 40.4291992];-3.6967169;40.4291992;POINT (4500557.868123823 -411802.4516897136);2726.6293260076664
993;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);207;Fernando el Católico;2;199;Calle Fernando el Católico nº 61;1;0;27;13;13;0;Point;[-3.7149166, 40.4343611];-3.7149166;40.4343611;POINT (4501132.488203349 -413832.6781130448);2728.3033722000446
994;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);208;Quevedo;1;200;Glorieta de Quevedo nº 5;1;0;24;18;5;0;Point;[-3.7046666, 40.4336944];-3.7046666;40.4336944;POINT (4501058.271498838 -412689.2573789555);2755.8750720863586
904;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);118;Arcipreste de Hita B;2;111b;Calle Arcipreste de Hita nº 12;1;0;24;11;13;0;Point;[-3.7179687, 40.4341006];-3.7179687;40.4341006;POINT (4501103.489475997 -414173.1523285306);2762.1687314493756
885;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);99;Biblioteca Nacional;0;94;Paseo de Recoletos nº 20;1;0;21;2;18;0;Point;[-3.690756, 40.4232153];-3.690756;40.4232153;POINT (4499891.743422865 -411137.5060231346);2781.427936027521
802;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);11;Marqués de la Ensenada;0;10;Calle Marqués de la Ensenada nº 16;1;0;24;0;22;0;Point;[-3.69214, 40.42533];-3.69214;40.42533;POINT (4500127.150750047 -411291.8925134216);2788.688791709066
912;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);126;Juan Martín;0;118;Calle Juan Martín el Empecinado nº 16;1;0;24;6;17;0;Point;[-3.6882407, 40.400781];-3.6882407;40.400781;POINT (4497394.368570562 -410856.9225789591);2837.143483669878
852;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);64;Plaza de la Independencia;1;60;Plaza de la Independencia nº 6;1;0;24;19;1;0;Point;[-3.688398, 40.419752];-3.688398;40.419752;POINT (4499506.210630401 -410874.469478817);2840.0521706820678
971;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);185;Legazpi;2;177;Calle Bolívar nº 3;1;0;24;12;12;0;Point;[-3.6941944, 40.3914722];-3.6941944;40.3914722;POINT (4496358.117694666 -411521.0631924721);2861.443509778487
905;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);119;Paseo de Moret;2;112;Paseo de Moret nº 11;1;0;24;13;11;0;Point;[-3.7246532, 40.4325991];-3.7246532;40.4325991;POINT (4500936.343260571 -414918.8397121918);2884.6568716893453
902;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);116;Moncloa;2;110;Paseo de Moret nº 2;1;0;24;13;10;0;Point;[-3.7200845, 40.4347895];-3.7200845;40.4347895;POINT (4501180.177473204 -414409.1791481215);2901.6567553124883
899;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);113;Columela;0;107;Calle Serrano nº 8;1;0;24;2;21;0;Point;[-3.6884369, 40.4215246];-3.6884369;40.4215246;POINT (4499703.535559781 -410878.8087952816);2917.0128470900117
1039;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);253;Galileo;0;245;Calle Galileo nº 63;1;0;24;6;15;0;Point;[-3.71019, 40.4364];-3.71019;40.4364;POINT (4501359.457513127 -413305.4089098364);2941.442756743644
949;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);163;General Álvarez de Castro;1;126;Calle del General Álvarez de Castro nº 1;1;0;24;15;6;0;Point;[-3.7015686, 40.4344731];-3.7015686;40.4344731;POINT (4501144.955986317 -412343.6680423389);2956.194996460334
913;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);127;Méndez Álvaro;2;119;Calle Méndez Álvaro nº 11;1;0;24;15;9;0;Point;[-3.6863218, 40.4013216];-3.6863218;40.4013216;POINT (4497454.547887285 -410642.8684987454);3017.7070196409513
884;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);98;Plaza de Colón;0;93;Calle Goya nº 1;1;0;24;4;17;0;Point;[-3.6893698, 40.4257046];-3.6893698;40.4257046;POINT (4500168.851031297 -410982.874361928);3062.839849740546
886;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);100;Villanueva;2;95;Calle Claudio Coello nº 109;1;0;24;10;13;0;Point;[-3.6870548, 40.4226584];-3.6870548;40.4226584;POINT (4499829.749598443 -410724.6348941579);3111.2550910372597
895;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);109;Castellana;2;104;Paseo de la Castellana nº 4;1;0;21;8;13;0;Point;[-3.68958, 40.42677];-3.68958;40.42677;POINT (4500287.450816788 -411006.322315812);3113.0855710253436
898;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);112;Colón B;2;106b;Calle Serrano nº 34;1;0;18;9;9;0;Point;[-3.687745, 40.424963];-3.687745;40.424963;POINT (4500086.296496924 -410801.6269968595);3169.424482088653
897;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);111;Colón A;2;106a;Calle Serrano nº 34;1;0;18;10;8;0;Point;[-3.6877227, 40.4251002];-3.6877227;40.4251002;POINT (4500101.569531062 -410799.1394214677);3179.572260520729
1040;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);254;Santa Engracia 87;2;246;Calle Santa Engracia nº 87;1;0;24;13;10;0;Point;[-3.69928, 40.43604];-3.69928;40.43604;POINT (4501319.382496442 -412088.3699950963);3220.928783213643
946;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);160;Cea Bermúdez;0;128;Calle Cea Bermúdez nº 59;1;0;27;1;24;0;Point;[-3.7154329, 40.438994];-3.7154329;40.438994;POINT (4501648.220272245 -413890.2734031079);3247.2158019461676
995;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);209;Canal;2;201;Calle José Abascal frente al nº 2;1;0;24;12;11;0;Point;[-3.7038333, 40.4386944];-3.7038333;40.4386944;POINT (4501614.868952803 -412596.3006447438);3316.0239433902925
896;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);110;Serrano;2;105;Calle Serrano nº 54;1;0;24;9;13;0;Point;[-3.68745, 40.42699];-3.68745;40.42699;POINT (4500311.941104763 -410768.7196144414);3320.3657119649174
1029;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);243;Embajadores 191;0;235;Calle Sodio nº 1B;1;0;24;6;15;0;Point;[-3.6903589643353483, 40.389258643579105];-3.6903589643353483;40.389258643579105;POINT (4496111.70572105 -411093.2163689993);3338.223514627044
893;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);107;Velázquez;1;102;Calle Alcalá nº 95;1;0;24;22;2;0;Point;[-3.6840229, 40.4211802];-3.6840229;40.4211802;POINT (4499665.197127152 -410386.4258711423);3352.089496858302
883;Capilla de San Isidro;MADRID;CALLE AGUILA 1;40.410034722621276;-3.711938408934679;catolicas;POINT (4498424.488260705 -413500.4498761344);97;Claudio Coello;0;92;Calle Claudio Coello nº 45;1;0;24;5;16;0;Point;[-3.6865463, 40.4262945];-3.6865463;40.4262945;POINT (4500234.518398915 -410667.9115417489);3361.470290958051
